diff_id,language,gold,gen_codellama-7b,gen_qwen2.5-coder-7b,gen_deepseek-6.7b,bertscore_codellama-7b,bertscore_deepseek-6.7b,bertscore_qwen2.5-coder-7b,bleu_codellama-7b,bleu_deepseek-6.7b,bleu_qwen2.5-coder-7b,chrf_codellama-7b,chrf_deepseek-6.7b,chrf_qwen2.5-coder-7b,meteor_codellama-7b,meteor_deepseek-6.7b,meteor_qwen2.5-coder-7b,nli_entail_diff→gen_codellama-7b,nli_entail_diff→gen_deepseek-6.7b,nli_entail_diff→gen_qwen2.5-coder-7b,nli_entail_diff→gold,nli_entail_gold→gen_codellama-7b,nli_entail_gold→gen_deepseek-6.7b,nli_entail_gold→gen_qwen2.5-coder-7b,nli_signed_diff→gen_codellama-7b,nli_signed_diff→gen_deepseek-6.7b,nli_signed_diff→gen_qwen2.5-coder-7b,nli_signed_diff→gold,nli_signed_gold→gen_codellama-7b,nli_signed_gold→gen_deepseek-6.7b,nli_signed_gold→gen_qwen2.5-coder-7b,rougeL_codellama-7b,rougeL_deepseek-6.7b,rougeL_qwen2.5-coder-7b
84,cpp,[ Type checker ] Request member layout for a member of a finalized type .,Fix static void finalizeType in TypeCheckDecl.cpp.,Add requestMemberLayout for nominal type decl finalization.,"""Adds lazy variable storage synthesis for TypeCheckDecl""",0.8479004502296448,0.8423052430152893,0.8688345551490784,0.02447822402834545,0.02447822402834545,0.030297048914466936,0.21562506334289888,0.17073339602162588,0.34984205687530595,0.0,0.035211267605633804,0.07042253521126761,0.3021456301212311,0.9617197513580322,0.9673532843589783,0.9861976504325867,0.011163344606757164,0.02026761695742607,0.4050484299659729,0.0685494989156723,0.9540348639711738,0.9637387047987431,0.9832571698352695,-0.1950437817722559,-0.8772872574627399,0.1248164176940918,0.0,0.10526315789473685,0.2105263157894737
148,cpp,Merge and generalize case 3 and case 6,"""Fix prevector tester to use ConsumeIntegralInRange""",Fix fuzz test range and order of cases in `test_one_input`,"""Refactored switch cases in test_one_input""",0.7958133816719055,0.8184856176376343,0.828767716884613,0.0,0.0,0.024455939372403628,0.14265680312301524,0.12453378720151254,0.20737636425913814,0.0,0.06493506493506494,0.12195121951219512,0.035872653126716614,0.47422710061073303,0.43164297938346863,0.29115065932273865,0.029800402000546455,0.08085323125123978,0.11012536287307739,-0.26671983301639557,0.4498164653778076,0.39670269936323166,0.2777671702206135,-0.6063806544989347,0.049676625058054924,-0.20225122570991516,0.0,0.0,0.1
170,cpp,Moved API Breaking Changes section of the documentation above the programmer ' s FAQ .,"Update imgui.cpp: API breaking changes, bug fixes, and improvements.",Move API breaking changes section and update content,"""Update imgui.cpp with API breaking changes""",0.8695182204246521,0.8615819215774536,0.8709993362426758,0.03125190763972442,0.030266181377145766,0.0273764741025778,0.23615420949812405,0.1872114962328104,0.33653020456195454,0.13020833333333334,0.13297872340425532,0.34825174825174826,0.6370189189910889,0.3030501902103424,0.6500908136367798,0.6365522742271423,0.00816562119871378,0.010390488430857658,0.03559432178735733,0.6206477284431458,0.22549042850732803,0.5679734498262405,0.6060687638819218,0.00798130119801499,0.009269288624636829,0.035132090968545526,0.2608695652173913,0.3,0.380952380952381
227,cpp,Allow cold change of active extruder ( ),Fix tool change function to check for hotend temperature.,Add line to update active extruder on hotend being too cold to extrude during tool change.,"""Fix tool change function in Marlin""",0.8745535016059875,0.8508983850479126,0.8809307217597961,0.04196114906296548,0.05522397783539471,0.05439330544349823,0.21757933628810966,0.21153681227220617,0.4439941337815165,0.0617283950617284,0.06410256410256411,0.29040404040404044,0.23465776443481445,0.13542675971984863,0.9544717669487,0.8696173429489136,0.04990881681442261,0.044397931545972824,0.040082044899463654,0.1671983152627945,0.1041392870247364,0.9538052448187955,0.8166554979979992,-0.05598799139261246,-0.32211290672421455,0.011263176798820496,0.13333333333333333,0.16666666666666666,0.18181818181818182
624,cpp,[ renderer ] Don ' t adjust 3d rectangles in bypass mode,Fix stereo rendering in BaseRenderer.cpp.,Refactor stereo view handling and fix rectangle calculations in CBaseRenderer::ManageDisplay(),"""Refactored BaseRenderer stereo view handling""",0.8566769957542419,0.8433838486671448,0.8306212425231934,0.033495035708457806,0.0,0.02627961710408444,0.22183192276734615,0.2192161280529313,0.30433800230473546,0.08849557522123892,0.0,0.0847457627118644,0.08226984739303589,0.15898743271827698,0.15322667360305786,0.06293050199747086,0.00537509610876441,0.00972571037709713,0.00368039240129292,0.08072412910405546,0.1535973991267383,0.151629829662852,-0.37823089212179184,-0.38174285599961877,-0.9160151276737452,-0.21713662217371166,0.13333333333333333,0.0,0.09999999999999999
634,cpp,lua : Add support to use app . activeFrame with a Frame object,Update active frame number in App_set_activeFrame(),Update active frame setting to use utility function and conditional cast.,"""Update App_set_activeLayer and App_set_activeFrame""",0.8518974781036377,0.8479589819908142,0.867129385471344,0.031157290929555895,0.028398387225677894,0.06896242107716467,0.29031688874583966,0.27268330151562037,0.22934437780820108,0.04065040650406504,0.0,0.19965277777777776,0.7900834083557129,0.3672597110271454,0.44044533371925354,0.46404585242271423,0.020209388807415962,0.042341966181993484,0.03811648115515709,0.7873799831140786,0.29755446314811707,0.42732729110866785,0.3253907412290573,0.017499812645837665,0.038176679983735085,0.03023778274655342,0.2105263157894737,0.2105263157894737,0.18181818181818182
679,cpp,Updated expiration in seconds for benchmark transfer command .,Add transfer subcommand to benchmark command.,Add expiration option and update expiration calculation in benchmark_transfer subcommand,"""Update main.cpp for benchmarking transfers""",0.8901787996292114,0.8594836592674255,0.8869680166244507,0.11737849637633069,0.05669791110976001,0.04789232204309912,0.395288112805255,0.4158477772031904,0.5463838459150603,0.1149425287356322,0.2180232558139535,0.2808302808302808,0.9860714077949524,0.37462809681892395,0.8183462619781494,0.7805849313735962,0.36065518856048584,0.07996605336666107,0.08768046647310257,0.98330138460733,0.2808024287223816,0.8037542048841715,0.7552451994270086,0.2666807919740677,0.07530053239315748,0.08516404405236244,0.28571428571428575,0.14285714285714288,0.4210526315789474
932,cpp,Add option to disable 077 umask ( create new files with system default umask ),Update help message for init.cpp.,Add option to set file permissions and adjust usage message formatting.,"""Update script verification threads, pid file, and reindex options""",0.8598009943962097,0.8494632840156555,0.8807252645492554,0.0,0.0,0.09817537821558966,0.08521574251299464,0.19605530845614422,0.27377233572007303,0.0,0.0,0.2568493150684931,0.9120646715164185,0.9629430174827576,0.8321146965026855,0.4693654179573059,0.005380730144679546,0.06508209556341171,0.004042136017233133,0.9038593415170908,0.9618695077951998,0.8256726809777319,0.46790702280122787,-0.004250406287610531,-0.055583082139492035,0.0004881792701780796,0.0,0.0,0.24999999999999994
997,cpp,Make remote FS work with GDNative on Android,Fix manifest and add ignore_apk_file function for APK export.,Add APK file ignoring and update manifest export logic for Android export.,"""Adds APK export functionality""",0.8254951238632202,0.8287788033485413,0.8464875221252441,0.0,0.0,0.030890553181566974,0.13319904395209142,0.09051606903504357,0.19898930356206446,0.1234567901234568,0.0,0.05952380952380953,0.8840631246566772,0.2284906804561615,0.8387833833694458,0.022134659811854362,0.00495392270386219,0.2759609520435333,0.015217055566608906,0.8744110716506839,0.14074058830738068,0.7829190567135811,0.011767661198973656,-0.010127083398401737,-0.07417106628417969,0.006508884020149708,0.0,0.0,0.1
1118,cpp,! B ( CE - 10899 ) ( AISystem ) Sequence nodes : changed the way how nodes react on invalid sequence IDs to prevent consequential errors from preceding errors ( Approved by samuelk ),Refactor: Improve performance by using early returns and avoiding unnecessary code execution.,Refactor conditional checks and simplify sequence ID handling in AI sequence nodes.,"""Implemented AI sequence bookmarking and action handling""",0.8319288492202759,0.8158392906188965,0.8487058877944946,0.007535454515775024,0.0026526567499345092,0.006762749361921284,0.16144850437850153,0.12536694842990212,0.2310509444697955,0.015290519877675842,0.015527950310559004,0.045871559633027525,0.08030953258275986,0.39494484663009644,0.09075949341058731,0.003326436271890998,0.03134888783097267,0.5440767407417297,0.48053109645843506,0.07514870446175337,0.36781763471663,0.08523682411760092,-0.028430385747924447,-0.015918582677841187,0.31887318193912506,0.47942378476727754,0.05263157894736842,0.060606060606060615,0.10526315789473684
