diff_id,language,gold,gen_codellama-7b,gen_qwen2.5-coder-7b,gen_deepseek-6.7b,bertscore_codellama-7b,bertscore_deepseek-6.7b,bertscore_qwen2.5-coder-7b,bleu_codellama-7b,bleu_deepseek-6.7b,bleu_qwen2.5-coder-7b,chrf_codellama-7b,chrf_deepseek-6.7b,chrf_qwen2.5-coder-7b,meteor_codellama-7b,meteor_deepseek-6.7b,meteor_qwen2.5-coder-7b,nli_entail_diff→gen_codellama-7b,nli_entail_diff→gen_deepseek-6.7b,nli_entail_diff→gen_qwen2.5-coder-7b,nli_entail_diff→gold,nli_entail_gold→gen_codellama-7b,nli_entail_gold→gen_deepseek-6.7b,nli_entail_gold→gen_qwen2.5-coder-7b,nli_signed_diff→gen_codellama-7b,nli_signed_diff→gen_deepseek-6.7b,nli_signed_diff→gen_qwen2.5-coder-7b,nli_signed_diff→gold,nli_signed_gold→gen_codellama-7b,nli_signed_gold→gen_deepseek-6.7b,nli_signed_gold→gen_qwen2.5-coder-7b,rougeL_codellama-7b,rougeL_deepseek-6.7b,rougeL_qwen2.5-coder-7b
84,cpp,[ Type checker ] Request member layout for a member of a finalized type .,Finalize type check for NominalTypeDecl,Add requestMemberLayout for nominal type decl finalization.,"""Adds lazy variable storage synthesis for TypeCheckDecl""",0.8539841175079346,0.8423052430152893,0.8688346147537231,0.017192072348325798,0.02447822402834545,0.030297048914466936,0.2695146711032309,0.17073339602162588,0.34984205687530595,0.22544642857142855,0.035211267605633804,0.07042253521126761,0.9683540463447571,0.9617197513580322,0.9673532843589783,0.9861976504325867,0.0028759806882590055,0.020267445594072342,0.40504759550094604,0.9632346676662564,0.9540348639711738,0.9637387047987431,0.9832571698352695,0.0012278384529054165,-0.8772880248725414,0.12481421232223511,0.23529411764705882,0.10526315789473685,0.2105263157894737
148,cpp,Merge and generalize case 3 and case 6,Update prevector tester to use ConsumeIntegralInRange instead of ConsumeIntegral.,Fix fuzz test range and order of cases in `test_one_input`,"""Refactored switch cases in test_one_input""",0.8144544363021851,0.8184856176376343,0.8287677764892578,0.0,0.0,0.024455939372403628,0.1491650461128306,0.12453378720151254,0.20737636425913814,0.0,0.06493506493506494,0.12195121951219512,0.12971001863479614,0.47422710061073303,0.43164297938346863,0.29115065932273865,0.005661818198859692,0.08085310459136963,0.11012527346611023,0.10821937024593353,0.4498164653778076,0.39670269936323166,0.2777671702206135,-0.06278618890792131,0.04967690818011761,-0.20225203037261963,0.0,0.0,0.1
170,cpp,Moved API Breaking Changes section of the documentation above the programmer ' s FAQ .,API BREAKING CHANGES:,Move API breaking changes section and update content,"""Update imgui.cpp with API breaking changes""",0.8281378149986267,0.8615819215774536,0.8709993362426758,0.010211566521809648,0.030266181377145766,0.0273764741025778,0.03303363664838919,0.1872114962328104,0.33653020456195454,0.1358695652173913,0.13297872340425532,0.34825174825174826,0.8562726974487305,0.3030501902103424,0.6500908136367798,0.6365522742271423,0.8496037721633911,0.010390483774244785,0.035594403743743896,0.8125479333102703,0.22549042850732803,0.5679734498262405,0.6060687638819218,0.7938754595816135,0.009269281174056232,0.035132171848090366,0.375,0.3,0.380952380952381
227,cpp,Allow cold change of active extruder ( ),Fix tool change function to check for hotend temperature.,Add line to update active extruder on hotend being too cold to extrude during tool change.,"""Fix tool change function in Marlin""",0.8745535016059875,0.8508985042572021,0.8809306025505066,0.04196114906296548,0.05522397783539471,0.05439330544349823,0.21757933628810966,0.21153681227220617,0.4439941337815165,0.0617283950617284,0.06410256410256411,0.29040404040404044,0.23465776443481445,0.13542675971984863,0.9544717669487,0.8696173429489136,0.04990927129983902,0.04439758509397507,0.04008210822939873,0.1671983152627945,0.1041392870247364,0.9538052448187955,0.8166554979979992,-0.0559903159737587,-0.32210562378168106,0.011263193562626839,0.13333333333333333,0.16666666666666666,0.18181818181818182
624,cpp,[ renderer ] Don ' t adjust 3d rectangles in bypass mode,Fix stereo rendering in BaseRenderer.cpp.,Refactor stereo view handling and fix rectangle calculations in CBaseRenderer::ManageDisplay(),"""Refactored BaseRenderer stereo view handling""",0.8566769361495972,0.8433836102485657,0.8306211233139038,0.033495035708457806,0.0,0.02627961710408444,0.22183192276734615,0.2192161280529313,0.30433800230473546,0.08849557522123892,0.0,0.0847457627118644,0.08226984739303589,0.15898743271827698,0.15322667360305786,0.06293050199747086,0.005375064443796873,0.009725603275001049,0.0036803698167204857,0.08072412910405546,0.1535973991267383,0.151629829662852,-0.37823089212179184,-0.3817438711412251,-0.9160156520083547,-0.21713476721197367,0.13333333333333333,0.0,0.09999999999999999
634,cpp,lua : Add support to use app . activeFrame with a Frame object,Update active frame number in App_set_activeFrame(),Update active frame setting to use utility function and conditional cast.,"""Update App_set_activeLayer and App_set_activeFrame""",0.8518974781036377,0.8479589223861694,0.8671292662620544,0.031157290929555895,0.028398387225677894,0.06896242107716467,0.29031688874583966,0.27268330151562037,0.22934437780820108,0.04065040650406504,0.0,0.19965277777777776,0.7900834083557129,0.3672597110271454,0.44044533371925354,0.46404585242271423,0.020209606736898422,0.0423419214785099,0.03811654448509216,0.7873799831140786,0.29755446314811707,0.42732729110866785,0.3253907412290573,0.017500000074505806,0.03817661525681615,0.030237827450037003,0.2105263157894737,0.2105263157894737,0.18181818181818182
679,cpp,Updated expiration in seconds for benchmark transfer command .,Add expiration option to benchmark transfer subcommand.,Add expiration option and update expiration calculation in benchmark_transfer subcommand,"""Update main.cpp for benchmarking transfers""",0.9087406396865845,0.859483540058136,0.8869680166244507,0.1159119922599073,0.05669791110976001,0.04789232204309912,0.5899287958768614,0.4158477772031904,0.5463838459150603,0.29040404040404044,0.2180232558139535,0.2808302808302808,0.9854863882064819,0.37462809681892395,0.8183462619781494,0.7805849313735962,0.9236699342727661,0.07996543496847153,0.08768094331026077,0.9839944783598185,0.2808024287223816,0.8037542048841715,0.7552451994270086,0.919834399363026,0.07529990654438734,0.08516451367177069,0.39999999999999997,0.14285714285714288,0.4210526315789474
932,cpp,Add option to disable 077 umask ( create new files with system default umask ),Update help message for script verification threads and pid file.,Add option to set file permissions and adjust usage message formatting.,"""Update script verification threads, pid file, and reindex options""",0.8579039573669434,0.8494632840156555,0.8807252645492554,0.0,0.0,0.09817537821558966,0.18624123744217005,0.19605530845614422,0.27377233572007303,0.0,0.0,0.2568493150684931,0.9699464440345764,0.9629430174827576,0.8321146965026855,0.4693654179573059,0.021448668092489243,0.06508206576108932,0.004042136017233133,0.9687564275227487,0.9618695077951998,0.8256726809777319,0.46790702280122787,0.002843579277396202,-0.05558416247367859,0.00048818415962159634,0.0,0.0,0.24999999999999994
997,cpp,Make remote FS work with GDNative on Android,Fix manifest and add missing icon files to APK.,Add APK file ignoring and update manifest export logic for Android export.,"""Adds APK export functionality""",0.8438423871994019,0.8287789225578308,0.8464875221252441,0.0,0.0,0.030890553181566974,0.08937141565008559,0.09051606903504357,0.19898930356206446,0.0617283950617284,0.0,0.05952380952380953,0.3231285512447357,0.2284906804561615,0.8387833833694458,0.022134659811854362,0.0030656380113214254,0.275960236787796,0.015216972678899765,0.09294803440570831,0.14074058830738068,0.7829190567135811,0.011767661198973656,-0.0010602411348372698,-0.07416930794715881,0.006508873775601387,0.0,0.0,0.1
1118,cpp,! B ( CE - 10899 ) ( AISystem ) Sequence nodes : changed the way how nodes react on invalid sequence IDs to prevent consequential errors from preceding errors ( Approved by samuelk ),Refactor: Improve performance by using const SequenceId assignedSequenceId = GetAssignedSequenceId() instead of GetAssignedSequenceId() and checking if it's not null,Refactor conditional checks and simplify sequence ID handling in AI sequence nodes.,"""Implemented AI sequence bookmarking and action handling""",0.814702570438385,0.8158392906188965,0.8487058877944946,0.015570261919657515,0.0026526567499345092,0.006762749361921284,0.2497935261210486,0.12536694842990212,0.2310509444697955,0.01497005988023952,0.015527950310559004,0.045871559633027525,0.005812324117869139,0.39494484663009644,0.09075949341058731,0.003326436271890998,0.005064504686743021,0.5440788269042969,0.48052969574928284,-0.002273173537105322,0.36781763471663,0.08523682411760092,-0.028430385747924447,-0.018640305381268263,0.31887730956077576,0.47942238219548017,0.044444444444444446,0.060606060606060615,0.10526315789473684
